,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
537,230602-00000912,2023-06-02 16:50:19,【搭建自动化】布局中子表有部门字段，工作流页面推送有子表字段是的时候，运行工作流日志会报错：领域提示：服务器开小差！请稍后重试,,CorePaaS,一般,中,CorePaaS,代码错误,"代码缺陷, 无ID的时候不应该查询关联表单记录"
538,230602-00000910,2023-06-02 16:44:20,【搭建自动化】子表关联表单关联人员，工作流页面推送配置触发人赋值给关联表单，运行时，关联表单显示的是人员id,,CorePaaS,一般,中,CorePaaS,代码错误,代码错误，触发人变量赋值给子表的关联人员字段时，没有填充完整的数据
539,230602-00000908,2023-06-02 16:21:25,【明达铝业科技（太仓）有限公司（NEW）】生产单模具已经领用进去了，报工时搜索不到模具,,产品组,致命,紧急,工模具,无法复现,车间计划重复派发后修改了生产单，触发了编辑生产单工作流，使得生产派发记录中新增了两条记录，导致了并发问题，解决方式：通过修改工作流方式解决，后续新租户中的openapi回调事件中，关掉生产单编辑事件
540,230602-00000906,2023-06-02 15:52:01,【台翔】生产入库撤销后，库存查询按仓库查询与按序列号查询库存数不一致，按序列号查询无法显示撤销入库后的库存,,M,一般,中,SN管理,代码错误,生产入库撤销库存同步操作未填入snId
541,230602-00000903,2023-06-02 14:57:55,【四川羽佳模塑有限公司】编辑生产单计划用料时异常,,产品组,致命,紧急,生产管理,设计问题,不是问题，逻辑修改
542,230602-00000901,2023-06-02 13:41:42,鹿享家：离线返修界面点过站报错，不同用户显示字段还不一样“替换SN”,,M,致命,紧急,生产检验,代码错误,snContainer的生产单工序id和当前活动的生产单工序id不同，未查询当前活动的导致空指针
543,230602-00000900,2023-06-02 12:04:54,【南京川木】应收应付报表汇总表和明细表的金额不一致,,E,严重,高,财务,重复发现,23040106 单据应收明细异常导致报表统计异常
544,230602-00000898,2023-06-02 11:25:59,安固项目-需要客户融合接口支持in查询,,产品组,一般,中,CorePaaS,代码错误,非bug，需求
545,230602-00000896,2023-06-02 10:27:25,【安徽省富光实业股份有限公司-塑胶事业部】-车间计划搜索订单号：230602-005，批量派发五个生产单，但是派发时间需要三四分钟，且中间会有倒推的情况，大概百分之四五十的时候退到了百分之三四十，还有到八九十退到七八十的情况，倒退了两次，具体情况如是视频，,,M,致命,紧急,车间计划,代码错误,"代码错误导致派发流程所用时间异常增长,引起派发进度统计异常,已修复"
546,230602-00000895,2023-06-02 10:17:54,酷工厂所有租户工作流全部异常,,CorePaaS,致命,紧急,酷工厂,重复发现,新需求开发的代码错误，影响到页面推送节点。后续需要统一整理下工作流取值和字段值转换的逻辑。
547,230602-00000894,2023-06-02 10:11:16,【河南金华电气有限公司】-订单号：JH20230601004，编辑地址：刘营营 中国 山东省济南市历城区世纪大道 3666 号中国中车济南高新产业园（东北门）复合材料楼305室 15662762887，点击保存，提示获取日志错误,,E,严重,紧急,订单,重复发现,订单地址为空，订单重构解决此问题
548,230602-00000892,2023-06-02 09:16:14,【广东巨匠-酷工厂】-小程序扫码报工报错未执行到页面推送节点“”，查看工作流报错，如截图所示，帮忙看下什么问题呢？,,CorePaaS,致命,紧急,酷工厂,代码错误,新需求开发导致代码的错误，影响到页面推送节点。后续需要统一整理下工作流取值和字段值转换的逻辑。
549,230602-00000888,2023-06-02 08:56:30,【河北金筑友塑胶科技有限公司】用户查询采购单【P-20230524-01】已经收料了，但是依旧是未开始状态（使用韩雪燕账号可以看到），该问题已出现多次，麻烦查看下具体是哪里的原因呢,,E,严重,紧急,采购单,代码错误,"原因: 采购单作废后，采购单老收料状态未同步更新，后续继续创建收料单时，采购单单据状态更新异常，复现：采购单创建收料单，作废收料单，再创建收料单，采购单单据状态异常"
550,230601-00000885,2023-06-01 23:06:45,【浙江乾麟】BOM数据异常,,M,一般,中,物料,无法复现,存在脏数据
551,230601-00000883,2023-06-01 20:10:51,【明达铝业科技（太仓）有限公司（NEW）】模具领用后数据不更新，导致状态不对，无法报工,,CorePaaS,致命,紧急,工模具,重复发现,发布中导致，已恢复，重跑数据
552,230601-00000881,2023-06-01 17:23:54,"【YKM】本地环境，生产汇报单同步异常，提示“错误:{收据单保存不成功:[{""FieldName"":null,""Message"":""生产汇报单40466438，明细第1行，反写生产订单【E132304114003-1】，基本单位汇报选单数量：累计完成数量超过生产订单入库上限+返修数量-退库数量！\r\n对应的超额反写规则：汇报单反写生产订单-完成数-选单数量\r\n\r\n"",""DIndex"":0}]}”",,项目组,致命,紧急,集成对接,代码错误,金蝶的送检数量等是根据辅助属性的长短尺长度计算而来，修改辅助属性的取值逻辑
553,230601-00000878,2023-06-01 16:42:40,【航磁】电感事业部客户信息无法显示,,E,致命,紧急,基础平台,数据清理,ES数据未同步
554,230601-00000874,2023-06-01 15:40:39,【河南金华电气有限公司】-销售订单：JH20230531003，已提交发货单I-230601-001，但是在库存-库存任务-销售出库搜不到此单据任务，从发货单点击出库跳转至销售出库任务页面也无此任务，帮忙看下什么问题呢,,E,致命,紧急,库存,无法复现,登录客户账号时，单据状态，库存任务，出入库历史均是正常的
555,230601-00000872,2023-06-01 15:03:34,【通安机械】领域物料新建物料填写自定义字段后，CPS表单物料自定义字段值为空,,E,致命,紧急,CorePaaS,其他,物料的数据融合接口不支持保存，导致cps回调领域时无法保存自定义字段
556,230601-00000863,2023-06-01 11:10:53,江西省欣阳汽车零部件制造有限公司 出入库记录过滤不到【装箱工序检验出库、装箱工序检验入库】,,产品组,一般,中,库存,代码错误,最初版就没有增加这两种类型的筛选
557,230601-00000859,2023-06-01 10:18:25,【安徽省富光实业股份有限公司-塑胶事业部】-生产-报表统计-计件单价规则（新）中有数据合格品计件单价，但是计件工资报表（0新）中-计件工资明细表导出数据未显示单价，比如工序编号：ZS001001  物料编码：S2202132，数据显示，帮忙看下什么问题呢？,,Efficiency,致命,紧急,生产管理,代码错误,待核查
558,230601-00000855,2023-06-01 00:23:45,【凡尔】物料库存出库数大于结存数但没有负库存,,E,一般,中,库存,数据清理,出入库历史补差错误，导致半成品仓库的库存结余和实际库存不一致，删除多余的补差出入库历史，再重新核算
559,230531-00000854,2023-05-31 23:33:39,【凡尔】存货核算反结账之后，材料及产品出库核算完成后，提示期末余额差异调整，期末库存余额表报错,,CorePaaS,一般,中,财务,其他,CPS修改了领域数据格式校验逻辑，暂时修改表单配置，后续需要代码兼容
560,230531-00000847,2023-05-31 16:56:23,【睿创】-盘点单号：PI-230531-041，点击盘点导入是提示导入失败，①怎么没有失败文件提醒 ②只是修改了盘后合格品数B和盘后合格品数F为0，为什么会失败的,,E,致命,紧急,库存,重复发现,存在未开启库位的有库位库存（辅助单位库存），以前关闭库存时为校验是否存在辅助单位库存
561,230531-00000838,2023-05-31 16:22:25,物料清单上启用【是否开启计划用料实时调整bom】后，首次生产单保存后，再点击编辑生产单计划用量会被全部清空,,前端,致命,高,BOM,重复发现,代码问题--自定义字段影响
562,230531-00000836,2023-05-31 15:40:47,【威盛】高级车间计划待排产无法下发,,M,致命,紧急,车间计划,性能问题,初步判断是待排产齐套计算保存逻辑有误，导致domain-planning服务负载较大
563,230531-00000831,2023-05-31 14:36:34,【湖南省池海浮标钓具有限公司】用户订单：O-230529-031，是自动出库的，目前发货单：：I-230529-036有审批流，用户反馈无法通过，查看用户发货单中的物料均已发货，但是发货单状态未变更,,E,严重,紧急,订单,重复发现,"发货单审核通过后出库，出库时间过长导致审核流超时，审核流和发货单的事务回退，库存事务未回退。优化方案：发货单调用出库放到审核流响应之后操作"
564,230531-00000828,2023-05-31 13:46:07,[尤尼威]设备履历表修改保存报错服务器出小差,,M,严重,中,设备管理,数据清理脚本,@戴晶花 NM003 @瞿世飞 nct_qsf 这家租户请过设备类型数据，目前已把脏数据清理掉了，需要手动进行设备类型绑定。
565,230531-00000825,2023-05-31 12:03:50,【海德鲁】-看板-质检看板，翻页时会展示空白，帮忙看下什么问题吧,,前端,严重,高,看板,代码错误,分页逻辑处理有问题
566,230531-00000824,2023-05-31 11:51:25,鹿享家--现场工位报工界面进行不合格上报时，缺陷无法选择，点过站系统还报错,,M,致命,紧急,生产管理,重复发现,之前已发现并修复，还未发布
567,230531-00000822,2023-05-31 11:32:47,nosp-coreBi报表修改sql保存未成功,,CoreBI,严重,中,CoreBI,代码错误,【历史问题】历史bug，后端返回给前端的sql做了一次 fromat 导致sql被截取掉一部分
568,230531-00000821,2023-05-31 11:30:29,【中山市佰迪克五金制品有限公司】-采购单：P-220218-003点击详情进入提示“服务器内部错误”，截图中的采购单点击进入详情均有此问题,,E,致命,紧急,采购单,数据清理,05/23删掉了几乎所以的审核流，需要恢复一下
569,230531-00000817,2023-05-31 11:03:59,【YK2】用户订单：O-230524-005只有一个对应的发货单，每个物料有20台发货记录，但是却有2条出入库历史（重复数据）分别是：L-230528-005、L-230528-020，造成有2个标准应收单分别是：00000951、00000955，麻烦查看下是哪里的问题,,E,致命,紧急,库存,数据清理,"5月27日19点到5月28日10点之间审核流的seata配置与coreplus的seata配置不一致，会造成单据审核失败，但是库存没有开启seata，所以会出现单据审核失败却出库成功的情况。该发货单于5.28早9:07操作审核出库，审核失败出库成功，后又在10:35重新审核"
570,230531-00000814,2023-05-31 11:01:38,【富其扬】-物料：E13-0004待检仓存在库存，但是未找到相关单据，帮忙看下什么问题呢？,,E,严重,紧急,库存,重复发现,21年产生的脏数据
571,230531-00000816,2023-05-31 10:52:43,【YK2】用户使用新版的财务，搜索4月1号-6月30号的收款单数据，目前部分数据未统计到【应收报表】中，麻烦查看下是哪里的问题呢,,CorePaaS,严重,紧急,财务,重复发现,依然是mongo挂了后数据往cc里同步时有缺失
572,230531-00000810,2023-05-31 10:29:49,【新奥本地】因EAS物料上序列号管理启用错误，现需要将序列号管理标志取消。目前该物料在MES中已无库存，还请协助一下从后台处理。当前已上线，影响生产工人实际使用，还望尽快处理。万分感谢！,,项目组,一般,中,物料,数据清理,正常功能，数据清理
573,230531-00000806,2023-05-31 00:26:27,【川洋精密】装箱记录-右上角点击导出明细，没有下载文件,,项目组,一般,中,装箱管理,代码错误,编写功能时未考虑没有购买商品时的情况
574,230531-00000805,2023-05-31 00:19:41,【四川羽佳模塑有限公司】生产单列表已入库数显示异常,,M,致命,紧急,生产管理,代码错误,生产入库反审未回写汇总表，且反审时辅助单位数量不会扣减
575,230530-00000804,2023-05-30 23:47:50,【YK2】收款单没有同步应收报表,,CorePaaS,严重,中,财务,重复发现,和另一个bug重复了
576,230530-00000802,2023-05-30 22:02:16,【清锋科技】物料编码流水号生成没有从1开始,,E,一般,中,物料,数据清理,数据清理没清redis
577,230530-00000798,2023-05-30 20:05:09,【凡尔】存货核算：期初+入库-出库金额不等于期末金额,,E,一般,中,财务,代码错误,采购、委外退料出库核算不更新成本需求导致，计算出库总额时单位成本没有取出入库历史上的价格，而是取了加权成本价，导致入库总额-出库总额 != 期末总额
578,230530-00000788,2023-05-30 15:05:20,【浙江鸿程传动机械有限公司】用户生产单：23--第22周--02，设置了自定义字段并填写了内容，通过APP扫描生产单二维码，查看生产单，生产单详情中，仅展示了自定义字段，未展示自定义字段中填写的内容，麻烦查看下是哪里的问题呢,,移动端,致命,紧急,生产管理,代码错误,修复UI反馈问题时改出的逻辑缺陷
579,230530-00000787,2023-05-30 15:03:50,兴顺 高级车间计划排产待排产数据错误,,M,一般,中,车间计划,代码错误,高级车间计划考虑资源占用排产时没有删除待排产的数据
580,230530-00000785,2023-05-30 14:15:43,【宝应安的电子技术有限公司】-发货单：I-230530-011，用户：曾玉霞点击编辑，填写快递公司和单号，点击保存后已填写信息未保存显示帮忙看下什么问题呢？物流公司：汇森速运，物流单号：800 113 049 723,,E,致命,紧急,发货单,代码错误,老代码中缺少form表单修改时的事件，没有保存修改的值
581,230530-00000780,2023-05-30 13:32:54,【宁波海子卫浴用品有限公司】用户查看生产不合格品处理单页面报错，提示：系统开小差,,M,致命,紧急,质量追溯,数据清理,检验方法之前有抽检转全检，目前已弃用，但是数据库还有部分数据未处理
582,230530-00000781,2023-05-30 13:30:13,【石家庄通安机械有限公司】用户：李会刚，app端-点击生产任务-点击工序【锯料】，提示系统开小差，app版本5.5.68，帮忙看下什么问题吧,,M,致命,紧急,生产管理,数据清理,编辑生产单后删除了工序但是小红点ES未更新，导致找不到生产单工序报错
583,230530-00000778,2023-05-30 11:35:04,NOSP-BI管理数据表按字段页面开小差,,CoreBI,致命,紧急,CoreBI,代码错误,【历史问题】错误引用jar包，导致spring注入失败，移除多余引用
584,230530-00000776,2023-05-30 11:16:31,【天虹阀门】-采购单：P-230530-007，在采购单-收料记录创建收料单默认单价为0.156，但是在库存-收料单-采购收料-新建的时候默认0.15，帮忙看下什么问题吧,,E,致命,紧急,收料单,代码错误,默认填充了价目表价格
585,230530-00000775,2023-05-30 11:00:05,【武汉高要鸿兴】-点检任务没有触发创建时的工作流，帮忙看下什么问题吧,,CorePaaS,一般,中,CorePaaS,代码错误,代码错误，空指针导致生成流程实例异常
586,230530-00000774,2023-05-30 10:46:41,[安徽威盛]高级车间计划排产提示系统开小差,,M,致命,紧急,车间计划,数据清理,客户清理过数据 es数据与数据库不一致导致查询报错，清理数据脚本有问题
587,230530-00000772,2023-05-30 10:31:38,智慧连导入物料提示系统已有物料代码显示不全,,E,致命,紧急,物料,用户体验,导入文件中存在空行，填充系统物料编号时会错位
588,230530-00000773,2023-05-30 10:27:51,成都赛飞斯，销售订单23-05-192‘订单备注’打印无数据，客户反映昨天打印正常,,E,致命,紧急,订单,重复发现,订单新版更换接口导致老版新建编辑字段错误
589,230530-00000771,2023-05-30 10:09:34,设置了补料审批流程，补料时提示发布【corepass】审批流对象,,M,严重,紧急,MRP,重复发现,app-manufacture做一下seata改造，别的m组后端项目也请顺便看下吧
590,230530-00000764,2023-05-30 08:37:08,【海德鲁铝业科技（太仓）有限公司】异常事件看板线显示异常,,CorePaaS,致命,紧急,设备管理,其他,线程池存在脏数据，数据已清理
591,230529-00000757,2023-05-29 17:44:35,【天人农机】新核云给接口传输了两个相同的单据,,项目组,严重,高,集成对接,重复发现,因为修改了生产单，于是产生了新的备料任务，所以会给畅捷通推送，发生修改需要自行更改。原来的单子当前的畅捷通接口没有操作的能力。
592,230529-00000754,2023-05-29 16:32:46,【聂凯星橡塑】库存申请导入-申请移库报错，提示无单据类型,,E,致命,紧急,库存,代码错误,分步调拨需求把“移库”改成“直接移库”了，coreplus里的枚举名称没改，导入时根据名称校验业务类型失败
593,230529-00000745,2023-05-29 14:45:31,【海德鲁】-电视机看板报错“网络不稳定，域名解析错误”，非本地部署环境，帮忙看下什么问题呢？,,移动端,致命,紧急,看板,代码错误,页面加载资源时有域名解析报错，APP处理此异常导致。 后续调整成忽略该类型异常
594,230529-00000744,2023-05-29 13:29:09,【广州市睿创复合材料有限公司】——物料C2-ZSCL-026-PL-1、  R-197DG-TB按仓库查询的数据详情与列表数据显示不一致，帮忙看清理下数据吧,,E,致命,紧急,库存,数据清理,库存统计表数据与实际库存不一致，同步数据
595,230529-00000743,2023-05-29 11:52:39,【YK2】收款单里有收款，但是报表中没有计算,,CorePaaS,一般,中,财务,重复发现,mongo -> cc同步出问题了
596,230529-00000741,2023-05-29 11:47:01,【YK2】销售订单只有一次发货记录但是出入库记录历史有多条,,E,一般,中,财务,数据清理,未复现，修复数据
597,230529-00000742,2023-05-29 11:42:02,【明达铝业科技（太仓）有限公司（NEW）】模具生成任务报错,,CorePaaS,致命,紧急,CorePaaS,环境运维,线程执行的上下文变量填充/获取异常，导致流程实例的循环校验出现错误
598,230529-00000736,2023-05-29 10:40:35,【江苏伟润锻造有限公司】-退货单：PR-230529-001详情点击前往出库提示没有权限，但是在采购单-退料记录-点击前往出库可以成功跳转至库存任务页面，帮忙看下什么问题呢？用户：夏 茜,,E,致命,紧急,采购退货,代码错误,商品未加入权限导致，没有购买商品不允许从采购单详情跳转到退料单页面
599,230529-00000734,2023-05-29 09:17:22,【YK2】用户查询订单：O-230524-005，点击订单详情报错，另外用户之前进入详情后，点击发货记录，并通过审批提示系统内部异常，请查看,,E,致命,紧急,订单,代码错误,备注字段改成了String，然后订单的详情走的还是数组
600,230528-00000732,2023-05-28 17:54:29,【金华电气】app扫物料码显示5个销售任务，但实际只有1个任务,,E,严重,高,库存,代码错误,历史问题，作废发货单只删除了任务，没删除任务行，首页扫码会按任务行统计
601,230527-00000725,2023-05-27 15:07:58,移动端关联列表没有数据,,移动端,一般,中,CorePaaS,代码错误,开发分支代码误合并master导致的接口误升级，后端预计6.1发布支持关联列表查询的入参支持
602,230527-00000723,2023-05-27 12:07:57,【欧权】工序一次性通过率 ，点击小点没有生产单数据,,M,严重,高,报表,代码错误,没有物料筛选条件时也对结果进行了过滤
603,230527-00000717,2023-05-27 08:44:04,【浙江鸿程传动机械有限公司】app端计件工资统计筛选人员，点击确认筛选结果无效，帮忙看下什么问题吧,,M,严重,高,生产管理,代码错误,权限过滤和列表筛选人员之间的逻辑错误
604,230527-00000716,2023-05-27 08:41:37,【欧权】打开和新建客户物料对照表报错,,产品组,致命,高,物料,环境运维,客户表单未发布
605,230526-00000714,2023-05-26 18:24:30,【明达铝业科技（太仓）有限公司（NEW）】备料出库撤销了，但是库存没有回退,,M,致命,紧急,库存,数据清理,出入库撤销失败，因为代码bug导致撤销状态被完成，但是实际没有撤销，暂时做数据修复处理
606,230526-00000713,2023-05-26 17:58:42,美仪生产订单对接报错,,项目组,致命,紧急,集成对接,代码错误,线上的serverless代码存在调试代码，阻塞了流程
607,230526-00000709,2023-05-26 15:01:49,【浙江鸿程传动机械有限公司】-生产单： 23--第13周--22  打印word模板：（大）鸿程传动产品标识流转卡，时报错“拼接word文件时报错”，帮忙看下什么问题吧,,Efficiency,致命,紧急,生产管理,代码错误,压缩比例太高 poi读取失败，手动设置一下报警阈值可以避免此问题
608,230526-00000702,2023-05-26 10:03:34,【安徽骆氏升泰汽车零部件有限公司-事业一部】-生产单：B-230414-061，工序【加工中心钻铣】报工提示“报工失败，系统繁忙，请稍后重试”，帮忙看下什么问题呢,,M,致命,紧急,生产管理,代码错误,未兼容同时操作次品处理和检验报工导致同一活动生成相同批量号。
609,230526-00000699,2023-05-26 09:47:25,【溢达】用户生产单：B-230525-024，对应物料：EE-01-A-06957，有图纸链接却没有带入到生产单中，查看其他类似生产单，都已经将物料中的图纸带入到生产单中了，麻烦查看下是哪里的问题呢,,项目组,严重,紧急,生产管理,代码错误,空值序列化失败导致
610,230526-00000696,2023-05-26 09:16:30,【精卓阀门】可配置物料库存申请出库无法匹配,,E,一般,中,库存,数据清理,申请单添加的sku和库存sku不一致，修复数据，使其保持一致
611,230526-00000695,2023-05-26 09:09:47,【巨将】用户生产单：B-230218-006，生产单开启了齐套消耗原料，目前该生产单中原料充足，但是显示可报工数为0，有专检抽检，抽检已经做完了，未做还料入库，麻烦查看下是哪里的问题,,产品组,致命,紧急,生产管理,设计问题,小红点逻辑计算问题，后期优化。
612,230526-00000694,2023-05-26 09:02:13,【沧州康达金属制品有限公司】-角色：生产操作员，功能授权开开启了计件工资统计查看权限，数据授权开启了计件工资统计仅查看自己，商品已授权计件工资，但是web端提示无权限，app端可查看所有人的计件工资统计，帮忙看下什么问题呢？比如用户：张莉,,M,致命,紧急,生产管理,重复发现,2023-05-25优化计件工资app端性能问题产生的代码bug。
613,230525-00000692,2023-05-25 23:03:57,湖北文太——物料批量修改批次状态导入更新报错,,E,严重,高,物料,数据清理,物料没有辅助单位，但有辅助单位库存，清理库存数据
614,230525-00000684,2023-05-25 17:14:54,每日进度报表数据错误,,M,一般,中,报表,数据清理,当日发布导致定时任务未跑成功，需要重新手动跑数据
615,230525-00000683,2023-05-25 16:50:49,鹿享家-本地部署环境新建BOM报错,,Devops,一般,中,私有化部署,代码错误,补充${universal.redis.seata.xxx}等配置
616,230525-00000682,2023-05-25 16:20:18,【明达铝业科技（太仓）有限公司（NEW）】生产单原料消耗没有产生出入库历史,,E,致命,紧急,库存,数据清理,历史单据未补差问题
617,230525-00000681,2023-05-25 16:03:54,【安普勒格】发票创建修改编号还是会恢复成原来的,,E,一般,中,财务,代码错误,发票号保存后不允许再次编辑
618,230525-00000677,2023-05-25 15:33:05,【安固】销售订单列表、发货单打开报“内部服务器错误”,,E,致命,紧急,订单,数据清理,客户分类是空的
619,230525-00000672,2023-05-25 15:15:22,【明达铝业科技（太仓）有限公司（NEW）】委外收料单未入库，完成后无法入库，导致委外单据无法流转,,E,严重,紧急,委外管理,重复发现,库存任务那边完成，和回写单据数量事务不同，导致回写时给的数量是任务没完成之前的数量
620,230525-00000671,2023-05-25 14:40:33,【广州市晟隆汽车零部件有限公司】-出入库历史单据：L-230524-4461，用户：谷美容，点击撤销提示“出入库历史不全”，帮忙看下什么问题呢,,M,致命,紧急,库存,数据清理,库存对账失败，未生成入库历史记录，导致无法撤销。
621,230525-00000664,2023-05-25 12:59:48,【鑫富达】工模具-模具台账-模具履历表-点新建报错,,CorePaaS,严重,高,工模具,数据清理,存在脏数据，怀疑2022年数据未清理干净
622,230525-00000652,2023-05-25 09:20:41,【五荣五金】用户委外采购单：P-230523-008，①收料单在委外采购单中，显示待入库，无库存任务，②点击进入收料单详情，显示已完成，③库存出入库历史中无出入库记录，④对应生产单：B-230424-001，委外收料进度未更新，下道工序无法报工,,E,致命,紧急,库存,重复发现,库存任务和回写订单数据是两个事务，导致回写订单时取到的数量是任务完成之前的，所有没有回写成功数量
623,230524-00000650,2023-05-24 19:18:19,金筑友生产单显示已库入，但实际没有这个入库记录,,E,严重,高,库存,重复发现,生产入库采用新版TCC，confirm时报错，导致TryLog丢失，没有入库记录，bug已修复，待处理数据，预计5.24处理结束
624,230524-00000644,2023-05-24 16:12:32,四川羽佳，L-230524-1673出入库单据没有对应的工序检验入库记录，且出入库单据详情为空,,E,致命,紧急,库存,数据清理,生产入库采用新版TCC，confirm时报错，导致TryLog丢失，没有入库记录，bug已修复，待处理数据，预计5.24处理结束
625,230524-00000641,2023-05-24 16:10:00,【登峰优品】备库单子表展开异常,,M,严重,高,CorePaaS,重复发现,查询备库单数据融合子表 返回parentInfo信息错误；
626,230524-00000640,2023-05-24 15:46:20,扫物料批次码无法进行领料出库。查询批次物料存储位置为普通仓库。历史领料出库单撤销异常导致的无法再次领料出库,,E,致命,紧急,生产管理,代码错误,多批次同一维度撤销，扫码没有回退
627,230524-00000639,2023-05-24 15:38:11,【红旗】用户生产单：B-230522-0077-01，物料：1.02.01.34.0009，没有【结构：正装一体】的规格，但是生产单中出现了，并且用户查询金蝶处也没有此规格，物料操作日志中也没有相关删除记录，麻烦查看下是哪里的问题呢,,E,严重,紧急,生产管理,数据清理,spu的规格删除了，但sku的规格未删除，查sku的时候会把spu+sku的规格取并集都展示出来，应该以spu为准，展示spu规格+sku可配置规格
628,230524-00000637,2023-05-24 13:56:41,【YK2】销售订单修改价格后应收应付未同步,,E,一般,中,财务,代码错误,订单核准修改对应应收单时，若有多条应收明细，只会处理第一条，导致后面的数据计算报错
629,230524-00000634,2023-05-24 13:32:56,四川羽佳，【库存任务→领料出库】，5.23导出Excel文件中，‘可用库存B’不是发出仓库的库存数量，而是该物料在‘采购仓库’和‘涂装已处理仓库’库存数量之和,,产品组,严重,高,库存,设计问题,历史bug，分组统计不对，之前是按照物料计算库存数量；应该按照record+item的库存数量
630,230524-00000632,2023-05-24 12:42:11,【宏华】用户在角色管理中设置了，仅能看到自己负责的供应商，但是现在可以在待收料列表中看到所有供应商待收料的记录，麻烦查看下是哪里的问题呢，可登录：LZHH1013，账号查看,,E,严重,紧急,采购单,代码错误,该客户没有任何负责的企业，后端校验权限时对没有任何负责的企业进行判断，导致查询为空
631,230524-00000626,2023-05-24 10:34:13,【宁波海子卫浴用品有限公司】-财务-新建发票，客户反馈发票号超过8位，能否放开发票号字段长度的限制,,产品组,致命,紧急,财务,设计问题,原设计是支持8位，调整:支持最长20位
632,230524-00000624,2023-05-24 10:26:47,【德州敏驰】用户出入库单据：L-230524-089、L-230524-088、L-230524-086，是2023-05-24 10:03操作的生产入库，但是只有库存从车间仓扣减的记录，没有入库到普通仓的记录，麻烦查看下是哪里的问题呢,,E,致命,紧急,库存,重复发现,生产库存对账重构修改了生产入库的逻辑，改用了TCC，confirm时由于线程上下文问题报错，没有捕捉confirm异常，导致TryLog数据被回滚
633,230524-00000622,2023-05-24 09:40:38,【亚东】用户有2个问题①与立库同步数据失败，手动同步时提示：扣减库存失败，②用户备料出库使用的是旧版，进行备料出库时，也提示的是，扣减库存失败，麻烦查看下是哪里的问题,,E,致命,紧急,库存,重复发现,在代码改造过程中，使用了默认初始化的参数，导致批次物料被认为是非批次无聊
634,230524-00000621,2023-05-24 09:21:02,【惠州市五荣五金电子有限公司】-委外采购单： P-230523-008 库存-库存任务-委外入库，点击入库，点击确认提示“没有相关出入库历史记录”，帮忙看下什么原因吧,,E,致命,紧急,库存,重复发现,生产委外入库入车间仓会走对账逻辑，这时不会有出入库历史产生，需要再对账时兼容
635,230523-00000618,2023-05-23 15:54:28,【全椒蓝图】搭建的cps表单，无法添加附件字段，表头表体均添加失败。表单名称：蓝波巡检管理,,CorePaaS,严重,高,CorePaaS,代码错误,校验方法中的getobject调用错误
636,230523-00000616,2023-05-23 14:16:47,【君创】用户在应付单【00000169】进行付款，付款时，选择,,E,严重,紧急,财务,数据清理,操作有误
637,230523-00000610,2023-05-23 10:58:19,【明达铝业】模具消耗同步sap异常,,M,严重,紧急,工模具,数据清理,"通过报工id查询生产单领域数据融合接口未返回导致，经过陈旺确认前段时间已修复：1、问题所造成的客户数据由@Kyle来修复处理；2、融合接口的稳定性后续通过Automation来保证，编写自动化提供给领域进行调用，保证每次发布后，融合接口的数据稳定性能够得到保证@Kyle跟进处理，Q3处理"
638,230523-00000604,2023-05-23 08:59:24,嘉益——格创：昨天更新之后，备料待出库列表的对接写入为空白行信息一直在进行新增。,,项目组,致命,紧急,CorePaaS,其他,嘉益本地部署的代码有问题
639,230522-00000603,2023-05-22 18:06:10,【新奥本地】因EAS物料上序列号管理启用错误，现需要将序列号管理标志取消。目前该物料在MES中已无库存，还请协助一下从后台处理。当前已上线，影响生产工人实际报工，还望尽快处理。万分感谢！,,E,严重,紧急,SN管理,数据清理,不是问题，数据处理
640,230522-00000602,2023-05-22 16:43:32,【华能精密】手机APP待审核采购单为空，但是首页还是会有小红点提示,,E,一般,中,采购单,数据清理,采购单中审核流有问题
641,230522-00000601,2023-05-22 16:26:22,【海德鲁铝业科技（太仓）有限公司】报表数据缺失,,Efficiency,致命,紧急,CoreBI,代码错误,新增的分表没有加上同步任务里
642,230522-00000599,2023-05-22 15:54:58,酷工厂所有租户报表崩溃无法使用,,项目组,致命,紧急,酷工厂,代码错误,数据库挂了，Q3会改造数据库，理论上Q3就不会有这种问题了，建议@慢SQL预检，在设计时
643,230522-00000595,2023-05-22 15:16:47,【佰迪克】用户采购单【P-210731-006】是2021年7月31号创建的，现在无法收料，点击到采购单详情报错,,E,严重,紧急,采购单,数据清理,采购单重构时迁移旧的审核流，该采购单审核流数据可能有问题，审核流没有迁移过去，目前审核流数据已修复
644,230522-00000590,2023-05-22 14:58:51,【YK2】订单导出按照订单创建日期排序从小到大，但导出结果还是按照系统默认的日期顺序从大到小,,产品组,一般,中,订单,设计问题,新版订单已实现此功能
645,230522-00000579,2023-05-22 11:24:14,亚通金蝶物料上传新核云没有提示以及失败,,Devops,严重,高,二次开发功能,代码错误,应该是亚通那边导致的问题吧，他们已经自行处理好了
646,230522-00000578,2023-05-22 11:18:26,尤尼威异常上报打开报错,,CorePaaS,一般,中,E-技术需求,设计问题,异常事件 abnormalType  为 异常上报V3版本的功能。不是此1.0版本个功能； 升级版本未重新下发给已有租户
